State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn,service_calls_bin,day_charge_per_min,day_min_per_call,day_charge_per_call,eve_charge_per_min,eve_min_per_call,eve_charge_per_call,night_charge_per_min,night_min_per_call,night_charge_per_call,total_minutes,total_calls,total_charge,total_charge_per_min,total_min_per_call,total_charge_per_call,day_minutes_ratio,day_charge_ratio,day_minutes_group,cs_calls_group,cs_bin,day_min_bin,account_bin,intl_bin,charge_bin
KY,96,415,No,Yes,40,108.6,90,18.46,206.4,154,17.54,126.3,118,5.68,13.4,4,3.62,0,0,0-1,0.1699815837937385,1.2066666666666666,0.20511111111111113,0.08498062015503875,1.3402597402597403,0.11389610389610388,0.044972288202692,1.0703389830508474,0.04813559322033898,454.7,366,45.3,0.09962612711678029,1.2423497267759562,0.12377049180327868,0.23883879480976467,0.407505518763797,Low Day Minutes,Low CS Calls,0-1,Q1 (-0-143 min),Q2 (73-100 days),Q4 (12-20 min),Q1 (23-52$)
HI,24,415,No,No,0,156.2,104,26.55,90.0,101,7.65,205.1,116,9.23,7.3,5,1.97,1,0,0-1,0.16997439180537774,1.501923076923077,0.2552884615384615,0.085,0.8910891089108911,0.07574257425742574,0.045002437835202344,1.768103448275862,0.07956896551724138,458.59999999999997,326,45.400000000000006,0.09899694723070215,1.4067484662576686,0.13926380368098162,0.3406018316615787,0.5848017621145374,Low Day Minutes,High CS Calls,0-1,Q2 (143-180 min),Q1 (1-73 days),Q1 (-0-8 min),Q1 (23-52$)
SC,112,415,No,Yes,31,225.2,89,38.28,256.8,117,21.83,249.7,87,11.24,11.5,1,3.11,4,0,2-4,0.1699822380106572,2.5303370786516854,0.4301123595505618,0.08500778816199375,2.194871794871795,0.18658119658119657,0.04501401682018422,2.8701149425287356,0.12919540229885057,743.2,294,74.46,0.10018837459634014,2.527891156462585,0.25326530612244896,0.3030139935414424,0.5141015310233683,High Day Minutes,High CS Calls,4-5,Q4 (216-351 min),Q3 (100-127 days),Q3 (10-12 min),Q4 (67-96$)
GA,117,415,Yes,No,0,287.4,118,48.86,259.6,84,22.07,153.2,86,6.89,10.0,3,2.7,1,1,0-1,0.1700069589422408,2.435593220338983,0.4140677966101695,0.08501540832049306,3.0904761904761906,0.2627380952380952,0.04497389033942559,1.7813953488372092,0.08011627906976744,710.2,291,80.52000000000001,0.11337651365812448,2.4405498281786944,0.2767010309278351,0.4046747395099971,0.6068057625434674,High Day Minutes,High CS Calls,0-1,Q4 (216-351 min),Q3 (100-127 days),Q2 (8-10 min),Q4 (67-96$)
KS,137,415,No,Yes,19,175.3,96,29.8,241.3,146,20.51,211.4,109,9.51,7.8,2,2.11,0,0,0-1,0.1699942954934398,1.8260416666666668,0.3104166666666667,0.08499792789059263,1.6527397260273973,0.14047945205479453,0.04498580889309366,1.9394495412844037,0.08724770642201835,635.8,353,61.93,0.09740484429065745,1.8011331444759207,0.17543909348441927,0.2757156338471218,0.48118843855966414,Low Day Minutes,Low CS Calls,0-1,Q2 (143-180 min),Q4 (127-243 days),Q1 (-0-8 min),Q3 (59-67$)
UT,95,415,No,No,0,157.9,103,26.84,259.6,90,22.07,230.0,117,10.35,14.0,2,3.78,0,0,0-1,0.16998100063331223,1.5330097087378642,0.26058252427184464,0.08501540832049306,2.8844444444444446,0.24522222222222223,0.045,1.9658119658119657,0.08846153846153845,661.5,312,63.04,0.09529856386999244,2.1201923076923075,0.20205128205128206,0.23869992441421015,0.42576142131979694,Low Day Minutes,Low CS Calls,0-1,Q2 (143-180 min),Q2 (73-100 days),Q4 (12-20 min),Q3 (59-67$)
ND,145,415,No,No,0,245.8,116,41.79,286.7,91,24.37,240.7,115,10.83,9.0,13,2.43,1,1,0-1,0.17001627339300243,2.1189655172413793,0.36025862068965514,0.08500174398325777,3.1505494505494505,0.26780219780219783,0.04499376817615289,2.0930434782608693,0.09417391304347826,782.2,335,79.42,0.10153413449245717,2.3349253731343285,0.23707462686567166,0.3142418818716441,0.5261898766053891,High Day Minutes,High CS Calls,0-1,Q4 (216-351 min),Q4 (127-243 days),Q2 (8-10 min),Q4 (67-96$)
KY,56,415,Yes,No,0,177.7,114,30.21,215.6,110,18.33,236.7,67,10.65,10.5,5,2.84,1,0,0-1,0.17000562746201464,1.5587719298245613,0.265,0.08501855287569572,1.96,0.1666363636363636,0.0449936628643853,3.532835820895522,0.15895522388059702,640.5,296,62.03,0.09684621389539423,2.1638513513513513,0.20956081081081082,0.27743950039032006,0.48702240851201034,Low Day Minutes,High CS Calls,0-1,Q2 (143-180 min),Q1 (1-73 days),Q3 (10-12 min),Q3 (59-67$)
OH,133,408,No,No,0,117.8,100,20.03,199.2,105,16.93,244.1,119,10.98,11.8,4,3.19,0,1,0-1,0.1700339558573854,1.178,0.2003,0.08498995983935743,1.897142857142857,0.16123809523809524,0.04498156493240475,2.0512605042016805,0.09226890756302521,572.9,328,51.129999999999995,0.08924768720544597,1.7466463414634146,0.15588414634146341,0.20562052714260778,0.3917465284568747,Low Day Minutes,Low CS Calls,0-1,Q1 (-0-143 min),Q4 (127-243 days),Q3 (10-12 min),Q1 (23-52$)
TX,53,415,No,No,0,119.7,113,20.35,189.7,84,16.12,256.2,108,11.53,12.9,7,3.48,2,0,2-4,0.17000835421888055,1.05929203539823,0.18008849557522125,0.08497627833421192,2.2583333333333333,0.1919047619047619,0.045003903200624515,2.3722222222222222,0.10675925925925925,578.4999999999999,312,51.48,0.08898876404494384,1.8541666666666663,0.16499999999999998,0.20691443388072606,0.39529914529914534,Low Day Minutes,High CS Calls,2-3,Q1 (-0-143 min),Q1 (1-73 days),Q4 (12-20 min),Q1 (23-52$)
WY,123,415,No,No,0,242.2,87,41.17,226.1,101,19.22,268.6,121,12.09,8.2,3,2.21,5,1,5+,0.16998348472336913,2.7839080459770114,0.4732183908045977,0.08500663423264042,2.2386138613861384,0.1902970297029703,0.04501116902457185,2.2198347107438017,0.09991735537190083,745.1,312,74.69,0.10024157831163602,2.388141025641026,0.23939102564102563,0.3250570393235807,0.5512116749230151,High Day Minutes,High CS Calls,4-5,Q4 (216-351 min),Q3 (100-127 days),Q1 (-0-8 min),Q4 (67-96$)
WV,62,408,No,No,0,128.7,111,21.88,169.5,104,14.41,193.6,97,8.71,10.3,5,2.78,1,0,0-1,0.17000777000777,1.1594594594594594,0.1971171171171171,0.08501474926253687,1.6298076923076923,0.1385576923076923,0.04498966942148761,1.9958762886597938,0.0897938144329897,502.09999999999997,317,47.78,0.09516032662816173,1.58391167192429,0.1507255520504732,0.25632344154550885,0.45793218920050227,Low Day Minutes,High CS Calls,0-1,Q1 (-0-143 min),Q1 (1-73 days),Q3 (10-12 min),Q1 (23-52$)
MI,55,415,No,Yes,20,207.7,91,35.31,199.7,113,16.97,216.5,110,9.74,7.3,1,1.97,1,0,0-1,0.17000481463649497,2.2824175824175823,0.388021978021978,0.08497746619929895,1.7672566371681415,0.15017699115044247,0.04498845265588915,1.9681818181818183,0.08854545454545455,631.1999999999999,315,63.99,0.10137832699619773,2.0038095238095237,0.20314285714285715,0.3290557667934094,0.5518049695264885,High Day Minutes,High CS Calls,0-1,Q3 (180-216 min),Q1 (1-73 days),Q1 (-0-8 min),Q3 (59-67$)
NY,125,415,No,No,0,233.3,65,39.66,209.8,93,17.83,210.6,109,9.48,9.1,4,2.46,1,0,0-1,0.1699957136733819,3.5892307692307694,0.610153846153846,0.08498570066730218,2.2559139784946236,0.19172043010752687,0.045014245014245016,1.9321100917431193,0.08697247706422019,662.8000000000001,271,69.42999999999999,0.10475256487628241,2.445756457564576,0.2561992619926199,0.3519915509957755,0.5712228143453838,High Day Minutes,High CS Calls,0-1,Q4 (216-351 min),Q3 (100-127 days),Q2 (8-10 min),Q4 (67-96$)
TX,1,415,No,No,0,182.1,106,30.96,134.9,106,11.47,152.3,75,6.85,10.0,3,2.7,5,1,5+,0.1700164744645799,1.7179245283018867,0.2920754716981132,0.08502594514455152,1.2726415094339623,0.10820754716981133,0.044977019041365716,2.030666666666667,0.09133333333333332,479.3,290,51.980000000000004,0.10844982265804298,1.6527586206896552,0.17924137931034484,0.3799290632171917,0.5956136975759907,High Day Minutes,High CS Calls,4-5,Q3 (180-216 min),Q1 (1-73 days),Q2 (8-10 min),Q1 (23-52$)
KY,98,415,No,Yes,36,168.0,81,28.56,163.2,125,13.87,172.7,120,7.77,8.0,2,2.16,6,1,5+,0.16999999999999998,2.074074074074074,0.35259259259259257,0.08498774509803922,1.3055999999999999,0.11095999999999999,0.04499131441806601,1.4391666666666665,0.06475,511.9,328,52.36,0.1022856026567689,1.560670731707317,0.15963414634146342,0.3281890994334831,0.5454545454545454,Low Day Minutes,High CS Calls,6-10,Q2 (143-180 min),Q2 (73-100 days),Q1 (-0-8 min),Q2 (52-59$)
SD,105,415,No,No,0,251.6,88,42.77,175.1,103,14.88,184.4,112,8.3,5.4,5,1.46,1,0,0-1,0.16999205087440383,2.859090909090909,0.48602272727272733,0.08498001142204455,1.7,0.14446601941747575,0.04501084598698482,1.6464285714285716,0.07410714285714286,616.5,308,67.41,0.10934306569343065,2.0016233766233764,0.21886363636363634,0.408110300081103,0.6344755970924196,High Day Minutes,High CS Calls,0-1,Q4 (216-351 min),Q3 (100-127 days),Q1 (-0-8 min),Q4 (67-96$)
OR,99,408,No,No,0,256.4,44,43.59,214.5,105,18.23,233.7,75,10.52,7.9,1,2.13,3,1,2-4,0.1700078003120125,5.827272727272727,0.9906818181818182,0.084988344988345,2.0428571428571427,0.17361904761904762,0.04501497646555413,3.1159999999999997,0.14026666666666665,712.4999999999999,225,74.47,0.10451929824561405,3.166666666666666,0.33097777777777776,0.35985964912280705,0.5853363770645899,High Day Minutes,High CS Calls,2-3,Q4 (216-351 min),Q2 (73-100 days),Q1 (-0-8 min),Q4 (67-96$)
WV,177,408,No,No,0,227.8,81,38.73,161.8,97,13.75,217.0,106,9.76,8.0,5,2.16,1,0,0-1,0.17001755926251094,2.812345679012346,0.4781481481481481,0.0849814585908529,1.6680412371134021,0.14175257731958762,0.04497695852534562,2.047169811320755,0.09207547169811321,614.6,289,64.39999999999999,0.10478359908883825,2.126643598615917,0.2228373702422145,0.37064757565896517,0.6013975155279503,High Day Minutes,High CS Calls,0-1,Q4 (216-351 min),Q4 (127-243 days),Q1 (-0-8 min),Q3 (59-67$)
CT,160,415,No,No,0,234.9,136,39.93,270.8,134,23.02,219.3,101,9.87,13.9,2,3.75,1,1,0-1,0.16998722860791826,1.7272058823529413,0.29360294117647057,0.08500738552437223,2.02089552238806,0.1717910447761194,0.04500683994528043,2.1712871287128714,0.09772277227722771,738.9,373,76.57000000000001,0.10362701312762215,1.980965147453083,0.2052815013404826,0.31790499390986604,0.5214836097688389,High Day Minutes,High CS Calls,0-1,Q4 (216-351 min),Q4 (127-243 days),Q4 (12-20 min),Q4 (67-96$)
ND,90,415,No,Yes,22,124.5,94,21.17,231.7,90,19.69,222.2,108,10.0,6.4,12,1.73,1,0,0-1,0.1700401606425703,1.324468085106383,0.22521276595744683,0.08498057833405266,2.5744444444444445,0.2187777777777778,0.045004500450045004,2.0574074074074074,0.09259259259259259,584.8,304,52.589999999999996,0.0899281805745554,1.9236842105263157,0.17299342105263157,0.21289329685362518,0.4025480129302149,Low Day Minutes,High CS Calls,0-1,Q1 (-0-143 min),Q2 (73-100 days),Q1 (-0-8 min),Q2 (52-59$)
MI,148,415,Yes,No,0,233.5,81,39.7,187.7,71,15.95,122.3,97,5.5,9.6,2,2.59,0,1,0-1,0.17002141327623127,2.882716049382716,0.4901234567901235,0.08497602557272244,2.6436619718309857,0.22464788732394364,0.044971381847914965,1.2608247422680412,0.05670103092783505,553.1,251,63.74000000000001,0.11524136684143917,2.203585657370518,0.25394422310756976,0.4221659736033267,0.622842798870411,High Day Minutes,Low CS Calls,0-1,Q4 (216-351 min),Q4 (127-243 days),Q2 (8-10 min),Q3 (59-67$)
MT,147,415,No,Yes,35,197.3,134,33.54,141.1,99,11.99,212.1,90,9.54,10.1,4,2.73,2,1,2-4,0.16999493157627976,1.4723880597014927,0.25029850746268656,0.08497519489723601,1.4252525252525252,0.12111111111111111,0.044978783592644976,2.3566666666666665,0.106,560.6,327,57.8,0.10310381733856581,1.7143730886850153,0.1767584097859327,0.351944345344274,0.5802768166089965,High Day Minutes,High CS Calls,2-3,Q3 (180-216 min),Q4 (127-243 days),Q2 (8-10 min),Q2 (52-59$)
WV,80,415,No,No,0,151.5,89,25.76,131.7,78,11.19,235.3,131,10.59,11.8,4,3.19,0,0,0-1,0.17003300330033005,1.702247191011236,0.289438202247191,0.08496583143507973,1.6884615384615382,0.14346153846153845,0.045006374840628985,1.7961832061068703,0.08083969465648855,530.3,302,50.730000000000004,0.09566283235904206,1.755960264900662,0.16798013245033114,0.2856873467848388,0.507786319731914,Low Day Minutes,Low CS Calls,0-1,Q2 (143-180 min),Q2 (73-100 days),Q3 (10-12 min),Q1 (23-52$)
AR,122,415,Yes,No,0,146.3,117,24.87,218.7,93,18.59,236.0,97,10.62,11.5,5,3.11,1,0,0-1,0.16999316473000683,1.2504273504273504,0.21256410256410257,0.08500228623685414,2.3516129032258064,0.19989247311827957,0.045,2.4329896907216493,0.10948453608247422,612.5,312,57.19,0.09337142857142856,1.9631410256410255,0.18330128205128204,0.23885714285714288,0.43486623535583147,Low Day Minutes,High CS Calls,0-1,Q2 (143-180 min),Q3 (100-127 days),Q3 (10-12 min),Q2 (52-59$)
MT,132,408,No,No,0,195.1,100,33.17,148.8,95,12.65,224.5,117,10.1,6.7,2,1.81,0,0,0-1,0.17001537672988212,1.9509999999999998,0.3317,0.08501344086021505,1.5663157894736843,0.13315789473684211,0.04498886414253898,1.9188034188034189,0.08632478632478632,575.1,314,57.730000000000004,0.10038254216657973,1.8315286624203821,0.18385350318471338,0.33924534863502,0.5745712800970033,High Day Minutes,Low CS Calls,0-1,Q3 (180-216 min),Q4 (127-243 days),Q1 (-0-8 min),Q2 (52-59$)
UT,83,510,No,No,0,208.9,71,35.51,214.8,92,18.26,247.9,108,11.16,13.0,5,3.51,1,0,0-1,0.16998563906175201,2.942253521126761,0.5001408450704226,0.08500931098696463,2.3347826086956522,0.19847826086956524,0.04501815248083905,2.2953703703703705,0.10333333333333333,684.6,276,68.44,0.0999707858603564,2.480434782608696,0.2479710144927536,0.3051416885772714,0.5188486265341905,High Day Minutes,High CS Calls,0-1,Q3 (180-216 min),Q2 (73-100 days),Q4 (12-20 min),Q4 (67-96$)
HI,99,408,No,No,0,135.7,107,23.07,208.4,103,17.71,209.0,95,9.4,8.8,3,2.38,7,1,5+,0.17000736919675757,1.2682242990654204,0.21560747663551402,0.08498080614203456,2.0233009708737866,0.17194174757281555,0.044976076555023926,2.2,0.09894736842105263,561.9,308,52.56,0.09353977576081154,1.8243506493506492,0.17064935064935066,0.2415020466275138,0.4389269406392694,Low Day Minutes,High CS Calls,6-10,Q1 (-0-143 min),Q2 (73-100 days),Q2 (8-10 min),Q2 (52-59$)
KS,84,415,No,No,0,225.9,86,38.4,275.6,105,23.43,201.4,108,9.06,14.3,3,3.86,3,1,2-4,0.1699867197875166,2.6267441860465115,0.44651162790697674,0.08501451378809868,2.624761904761905,0.22314285714285714,0.04498510427010924,1.864814814814815,0.08388888888888889,717.1999999999999,302,74.75,0.10422476296709426,2.3748344370860925,0.24751655629139072,0.3149749023982153,0.5137123745819397,High Day Minutes,High CS Calls,2-3,Q4 (216-351 min),Q2 (73-100 days),Q4 (12-20 min),Q4 (67-96$)
NY,46,415,No,No,0,122.2,67,20.77,167.2,62,14.21,194.8,98,8.77,9.7,6,2.62,1,0,0-1,0.16996726677577742,1.8238805970149254,0.31,0.08498803827751197,2.696774193548387,0.2291935483870968,0.045020533880903484,1.9877551020408164,0.08948979591836734,493.9,233,46.37,0.09388540190321927,2.119742489270386,0.19901287553648067,0.2474185057703989,0.44791891309036014,Low Day Minutes,High CS Calls,0-1,Q1 (-0-143 min),Q1 (1-73 days),Q2 (8-10 min),Q1 (23-52$)
OH,87,510,No,No,0,153.3,106,26.06,224.5,117,19.08,273.4,152,12.3,8.9,5,2.4,2,0,2-4,0.1699934768427919,1.4462264150943398,0.24584905660377357,0.08498886414253896,1.9188034188034189,0.16307692307692306,0.04498902706656913,1.7986842105263157,0.08092105263157895,660.1,380,59.839999999999996,0.09065293137403423,1.7371052631578947,0.1574736842105263,0.23223753976670203,0.4354946524064171,Low Day Minutes,High CS Calls,2-3,Q2 (143-180 min),Q2 (73-100 days),Q2 (8-10 min),Q3 (59-67$)
KS,73,408,No,No,0,194.8,112,33.12,167.2,85,14.21,100.3,61,4.51,10.8,6,2.92,1,0,0-1,0.17002053388090346,1.7392857142857143,0.2957142857142857,0.08498803827751197,1.9670588235294115,0.16717647058823532,0.04496510468594217,1.6442622950819672,0.07393442622950819,473.1,264,54.76,0.11574719932361022,1.7920454545454547,0.20742424242424243,0.41175227224688227,0.6048210372534697,High Day Minutes,High CS Calls,0-1,Q3 (180-216 min),Q1 (1-73 days),Q3 (10-12 min),Q2 (52-59$)
IN,7,415,No,No,0,206.7,87,35.14,281.1,83,23.89,158.5,77,7.13,11.0,5,2.97,3,0,2-4,0.17000483792936624,2.375862068965517,0.4039080459770115,0.08498754891497687,3.3867469879518075,0.2878313253012048,0.044984227129337535,2.0584415584415585,0.0925974025974026,657.3,252,69.13,0.10517267609919367,2.608333333333333,0.2743253968253968,0.3144682793245094,0.5083176623752351,High Day Minutes,High CS Calls,2-3,Q3 (180-216 min),Q1 (1-73 days),Q3 (10-12 min),Q4 (67-96$)
OR,89,415,No,Yes,12,188.0,105,31.96,151.3,107,12.86,201.9,132,9.09,10.5,3,2.84,2,0,2-4,0.17,1.7904761904761906,0.30438095238095236,0.0849966953073364,1.4140186915887851,0.12018691588785047,0.0450222882615156,1.5295454545454545,0.06886363636363636,551.7,347,56.75,0.10286387529454413,1.589913544668588,0.16354466858789626,0.34076490846474533,0.5631718061674009,High Day Minutes,High CS Calls,2-3,Q3 (180-216 min),Q2 (73-100 days),Q3 (10-12 min),Q2 (52-59$)
NY,131,408,Yes,No,0,122.3,83,20.79,118.8,94,10.1,147.9,95,6.66,13.7,3,3.7,3,1,2-4,0.16999182338511856,1.4734939759036145,0.2504819277108434,0.08501683501683502,1.2638297872340425,0.1074468085106383,0.04503042596348884,1.556842105263158,0.07010526315789474,402.7,275,41.25,0.10243357337968712,1.4643636363636363,0.15,0.30370002483238145,0.504,Low Day Minutes,High CS Calls,2-3,Q1 (-0-143 min),Q4 (127-243 days),Q4 (12-20 min),Q1 (23-52$)
VA,105,415,No,No,0,259.3,96,44.08,175.2,97,14.89,222.4,36,10.01,12.0,5,3.24,3,0,2-4,0.16999614346317005,2.701041666666667,0.45916666666666667,0.08498858447488586,1.806185567010309,0.15350515463917527,0.04500899280575539,6.177777777777778,0.27805555555555556,668.9,234,72.22,0.10796830617431605,2.8585470085470086,0.3086324786324786,0.3876513679174765,0.6103572417612849,High Day Minutes,High CS Calls,2-3,Q4 (216-351 min),Q3 (100-127 days),Q3 (10-12 min),Q4 (67-96$)
ID,47,415,No,Yes,28,172.9,109,29.39,137.6,94,11.7,203.8,109,9.17,8.3,6,2.24,1,0,0-1,0.16998264893001735,1.5862385321100918,0.2696330275229358,0.08502906976744186,1.4638297872340424,0.12446808510638298,0.04499509322865554,1.869724770642202,0.08412844036697248,522.5999999999999,318,52.50000000000001,0.10045924225028706,1.643396226415094,0.16509433962264153,0.33084577114427866,0.5598095238095238,Low Day Minutes,High CS Calls,0-1,Q2 (143-180 min),Q1 (1-73 days),Q1 (-0-8 min),Q2 (52-59$)
OR,161,408,No,No,0,196.6,73,33.42,170.2,79,14.47,194.3,79,8.74,12.5,3,3.38,1,0,0-1,0.16998982706002036,2.6931506849315068,0.45780821917808223,0.08501762632197415,2.1544303797468354,0.18316455696202533,0.04498198661863098,2.459493670886076,0.11063291139240507,573.5999999999999,234,60.010000000000005,0.10461994421199444,2.451282051282051,0.2564529914529915,0.342747559274756,0.5569071821363106,High Day Minutes,High CS Calls,0-1,Q3 (180-216 min),Q4 (127-243 days),Q4 (12-20 min),Q3 (59-67$)
AZ,69,415,No,Yes,31,194.9,63,33.13,191.6,90,16.29,153.0,129,6.89,13.2,2,3.56,2,0,2-4,0.16998460749102104,3.0936507936507938,0.5258730158730159,0.08502087682672234,2.1288888888888886,0.181,0.04503267973856209,1.186046511627907,0.05341085271317829,552.7,284,59.870000000000005,0.1083227790844943,1.9461267605633805,0.21080985915492959,0.35263253121042154,0.5533656255219642,High Day Minutes,High CS Calls,2-3,Q3 (180-216 min),Q1 (1-73 days),Q4 (12-20 min),Q3 (59-67$)
PA,87,408,No,Yes,30,262.8,114,44.68,215.8,130,18.34,154.8,88,6.97,7.8,2,2.11,0,0,0-1,0.1700152207001522,2.305263157894737,0.3919298245614035,0.08498609823911028,1.6600000000000001,0.14107692307692307,0.04502583979328165,1.7590909090909093,0.07920454545454546,641.2,334,72.1,0.11244541484716156,1.9197604790419163,0.21586826347305388,0.4098565190268247,0.6196948682385576,High Day Minutes,Low CS Calls,0-1,Q4 (216-351 min),Q2 (73-100 days),Q1 (-0-8 min),Q4 (67-96$)
CO,71,415,No,No,0,211.2,70,35.9,252.7,122,21.48,225.8,104,10.16,12.3,3,3.32,0,0,0-1,0.1699810606060606,3.017142857142857,0.5128571428571428,0.0850019786307875,2.071311475409836,0.1760655737704918,0.0449955713020372,2.1711538461538464,0.09769230769230769,702.0,299,70.85999999999999,0.10094017094017092,2.347826086956522,0.2369899665551839,0.30085470085470084,0.5066327970646346,High Day Minutes,Low CS Calls,0-1,Q3 (180-216 min),Q1 (1-73 days),Q4 (12-20 min),Q4 (67-96$)
KY,76,415,No,No,0,204.0,69,34.68,225.1,110,19.13,240.3,85,10.81,9.6,5,2.59,1,0,0-1,0.17,2.9565217391304346,0.5026086956521739,0.08498445135495335,2.0463636363636364,0.1739090909090909,0.044985434873075325,2.827058823529412,0.1271764705882353,679.0000000000001,269,67.21000000000001,0.09898379970544918,2.5241635687732344,0.24985130111524168,0.300441826215022,0.5159946436542181,High Day Minutes,High CS Calls,0-1,Q3 (180-216 min),Q2 (73-100 days),Q2 (8-10 min),Q4 (67-96$)
NJ,87,510,No,No,0,223.2,109,37.94,127.5,86,10.84,289.3,83,13.02,14.5,4,3.92,3,0,2-4,0.1699820788530466,2.0477064220183485,0.3480733944954128,0.08501960784313725,1.4825581395348837,0.12604651162790698,0.0450051849291393,3.485542168674699,0.15686746987951808,654.5,282,65.72,0.10041252864782277,2.3209219858156027,0.23304964539007092,0.3410236822001528,0.5772976262933658,High Day Minutes,High CS Calls,2-3,Q4 (216-351 min),Q2 (73-100 days),Q4 (12-20 min),Q3 (59-67$)
IL,117,408,No,No,0,119.0,82,20.23,187.5,108,15.94,189.3,97,8.52,11.5,3,3.11,1,0,0-1,0.17,1.451219512195122,0.24670731707317073,0.08501333333333333,1.7361111111111112,0.14759259259259258,0.04500792393026941,1.9515463917525775,0.08783505154639175,507.3,290,47.8,0.09422432485708652,1.7493103448275862,0.16482758620689655,0.234575202050069,0.42322175732217576,Low Day Minutes,High CS Calls,0-1,Q1 (-0-143 min),Q3 (100-127 days),Q3 (10-12 min),Q1 (23-52$)
WA,177,415,No,No,0,266.1,91,45.24,225.2,79,19.14,224.7,58,10.11,8.9,8,2.4,3,1,2-4,0.17001127395715895,2.9241758241758244,0.49714285714285716,0.0849911190053286,2.8506329113924047,0.24227848101265823,0.04499332443257677,3.8741379310344826,0.1743103448275862,724.9,236,76.89,0.10606980273141123,3.0716101694915254,0.3258050847457627,0.3670851151883019,0.5883730003901678,High Day Minutes,High CS Calls,2-3,Q4 (216-351 min),Q4 (127-243 days),Q2 (8-10 min),Q4 (67-96$)
WV,95,415,No,No,0,134.4,104,22.85,152.4,95,12.95,236.5,80,10.64,9.4,3,2.54,1,0,0-1,0.17001488095238096,1.2923076923076924,0.21971153846153849,0.08497375328083989,1.6042105263157895,0.1363157894736842,0.04498942917547569,2.95625,0.133,532.6999999999999,282,48.98,0.09194668669044491,1.8890070921985813,0.17368794326241133,0.252299605781866,0.46651694569211927,Low Day Minutes,High CS Calls,0-1,Q1 (-0-143 min),Q2 (73-100 days),Q2 (8-10 min),Q1 (23-52$)
OH,66,415,No,No,0,170.5,103,28.99,254.3,77,21.62,197.3,138,8.88,10.5,2,2.84,2,0,2-4,0.17002932551319647,1.6553398058252426,0.28145631067961163,0.08501769563507668,3.3025974025974025,0.2807792207792208,0.04500760263558034,1.4297101449275362,0.06434782608695652,632.6,320,62.33,0.09852987669933606,1.9768750000000002,0.19478125,0.2695226051217199,0.465105085833467,Low Day Minutes,High CS Calls,2-3,Q2 (143-180 min),Q1 (1-73 days),Q3 (10-12 min),Q3 (59-67$)
MO,110,415,No,No,0,178.5,124,30.35,146.9,141,12.49,217.1,102,9.77,9.9,7,2.67,1,0,0-1,0.1700280112044818,1.439516129032258,0.24475806451612905,0.08502382573179033,1.0418439716312058,0.08858156028368794,0.04500230308613542,2.1284313725490196,0.09578431372549019,552.4,374,55.28,0.1000724112961622,1.477005347593583,0.14780748663101603,0.3231354091238233,0.5490231548480463,Low Day Minutes,High CS Calls,0-1,Q2 (143-180 min),Q3 (100-127 days),Q2 (8-10 min),Q2 (52-59$)
VA,133,408,No,Yes,39,239.9,107,40.78,253.8,77,21.57,128.7,85,5.79,6.7,3,1.81,5,0,5+,0.16998749478949562,2.242056074766355,0.3811214953271028,0.08498817966903073,3.2961038961038964,0.2801298701298701,0.044988344988344996,1.5141176470588233,0.06811764705882353,629.1000000000001,272,69.95,0.11119058973136224,2.312867647058824,0.25716911764705885,0.3813384199650293,0.582987848463188,High Day Minutes,High CS Calls,4-5,Q4 (216-351 min),Q4 (127-243 days),Q1 (-0-8 min),Q4 (67-96$)
FL,185,408,No,No,0,55.6,97,9.45,288.7,83,24.54,111.2,110,5.0,12.1,3,3.27,2,0,2-4,0.1699640287769784,0.5731958762886598,0.09742268041237112,0.08500173190162799,3.478313253012048,0.29566265060240965,0.044964028776978415,1.010909090909091,0.045454545454545456,467.6,293,42.26,0.09037639007698887,1.5959044368600683,0.1442320819112628,0.11890504704875962,0.22361571225745386,Low Day Minutes,High CS Calls,2-3,Q1 (-0-143 min),Q4 (127-243 days),Q3 (10-12 min),Q1 (23-52$)
NY,91,510,No,No,0,109.8,100,18.67,189.6,104,16.12,206.7,85,9.3,11.1,3,3.0,1,0,0-1,0.17003642987249545,1.0979999999999999,0.1867,0.08502109704641352,1.823076923076923,0.155,0.04499274310595066,2.431764705882353,0.10941176470588236,517.1999999999999,292,47.09,0.0910479505027069,1.7712328767123284,0.16126712328767123,0.2122969837587007,0.3964748354215332,Low Day Minutes,High CS Calls,0-1,Q1 (-0-143 min),Q2 (73-100 days),Q3 (10-12 min),Q1 (23-52$)
WV,131,415,No,No,0,196.1,89,33.34,185.5,87,15.77,250.0,132,11.25,5.2,6,1.4,2,0,2-4,0.17001529831718512,2.203370786516854,0.37460674157303375,0.08501347708894878,2.132183908045977,0.18126436781609195,0.045,1.893939393939394,0.08522727272727272,636.8000000000001,314,61.76,0.09698492462311556,2.028025477707007,0.19668789808917198,0.30794597989949746,0.5398316062176166,High Day Minutes,High CS Calls,2-3,Q3 (180-216 min),Q4 (127-243 days),Q1 (-0-8 min),Q3 (59-67$)
