State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn,total_minutes,total_calls,total_charge,day_charge_per_min,day_min_per_call,day_charge_per_call,eve_charge_per_min,eve_min_per_call,eve_charge_per_call,night_charge_per_min,night_min_per_call,night_charge_per_call,total_charge_per_min,total_min_per_call,total_charge_per_call,day_minutes_ratio,day_charge_ratio,predicted_proba,predicted_label
CT,116,415,No,No,0,245.9,73,41.8,240.1,87,20.41,158.7,89,7.14,8.9,5,2.4,3,False,653.6,254,71.75,0.1699877999186661,3.3684931506849316,0.5726027397260274,0.08500624739691795,2.759770114942529,0.2345977011494253,0.04499054820415879,1.7831460674157302,0.0802247191011236,0.1097766217870257,2.573228346456693,0.2824803149606299,0.37622399020807834,0.5825783972125436,0.1083435759089961,0
UT,138,510,No,No,0,205.9,96,35.0,257.1,94,21.85,209.0,63,9.4,12.1,8,3.27,0,False,684.1,261,69.52,0.16998542982030113,2.144791666666667,0.3645833333333333,0.08498638661999222,2.7351063829787234,0.23244680851063831,0.044976076555023926,3.3174603174603177,0.1492063492063492,0.10162256979973687,2.621072796934866,0.266360153256705,0.3009793889782196,0.5034522439585731,0.0390692071746546,0
DC,102,415,No,No,0,186.8,92,31.76,173.7,123,14.76,250.9,131,11.29,9.7,4,2.62,2,False,621.1,350,60.43,0.17002141327623127,2.0304347826086957,0.34521739130434786,0.0849740932642487,1.4121951219512194,0.12,0.044998007174172974,1.915267175572519,0.08618320610687022,0.0972951215585252,1.7745714285714287,0.17265714285714287,0.3007567219449364,0.5255667714711236,0.02999166257359534,0
UT,164,510,No,No,0,192.1,95,32.66,249.8,94,21.23,132.6,100,5.97,7.3,3,1.97,3,False,581.8,292,61.83,0.1700156168662155,2.022105263157895,0.3437894736842105,0.08498799039231385,2.6574468085106386,0.22585106382978723,0.04502262443438914,1.3259999999999998,0.059699999999999996,0.10627363355104848,1.9924657534246575,0.21174657534246574,0.3301821931935373,0.5282225456897945,0.026732275786593422,0
MN,125,415,No,No,0,240.7,82,40.92,269.4,85,22.9,187.1,74,8.42,10.1,3,2.73,0,True,707.3,244,74.97,0.17000415454923143,2.9353658536585363,0.49902439024390244,0.08500371195248702,3.169411764705882,0.26941176470588235,0.0450026723677178,2.5283783783783784,0.11378378378378379,0.10599462745652481,2.8987704918032784,0.30725409836065576,0.3403082143362081,0.5458183273309324,0.7333340786579093,1
SC,209,510,No,No,0,255.1,124,43.37,230.6,110,19.6,218.0,69,9.81,8.5,5,2.3,3,True,712.2,308,75.08,0.17001176009408075,2.057258064516129,0.349758064516129,0.08499566348655682,2.096363636363636,0.1781818181818182,0.045000000000000005,3.1594202898550723,0.14217391304347826,0.10541982589160347,2.3123376623376624,0.24376623376623377,0.35818590283628193,0.577650506126798,0.6732338501607997,1
NH,116,408,No,Yes,24,183.6,138,31.21,203.8,90,17.32,166.9,89,7.51,6.0,3,1.62,2,False,560.3,320,57.66,0.16998910675381265,1.3304347826086955,0.22615942028985508,0.08498527968596663,2.2644444444444445,0.19244444444444445,0.04499700419412822,1.8752808988764045,0.08438202247191011,0.10290915580938784,1.7509374999999998,0.1801875,0.32768159914331607,0.5412764481442942,0.018116894380611568,0
MD,189,415,No,Yes,30,155.2,116,26.38,195.5,50,16.62,170.1,108,7.65,15.4,6,4.16,1,False,536.1999999999999,280,54.81,0.16997422680412372,1.3379310344827586,0.22741379310344828,0.08501278772378518,3.91,0.33240000000000003,0.04497354497354498,1.575,0.07083333333333333,0.10221932114882508,1.9149999999999998,0.19575,0.2894442372249161,0.4812990330231709,0.017552501215318,0
OK,84,510,No,No,0,203.4,125,34.58,182.9,88,15.55,213.7,121,9.62,13.8,2,3.73,1,False,613.8,336,63.47999999999999,0.17000983284169124,1.6272,0.27664,0.0850191361399672,2.078409090909091,0.17670454545454548,0.045016378100140385,1.7661157024793388,0.07950413223140496,0.10342130987292276,1.8267857142857142,0.1889285714285714,0.33137829912023464,0.5447385003150599,0.029097699721300885,0
NJ,182,415,No,No,0,279.1,124,47.45,180.5,108,15.34,217.5,104,9.79,9.5,11,2.57,2,True,686.6,347,75.15,0.17001074883554282,2.2508064516129034,0.38266129032258067,0.08498614958448754,1.6712962962962963,0.14203703703703704,0.04501149425287356,2.0913461538461537,0.09413461538461537,0.10945237401689485,1.9786743515850145,0.2165706051873199,0.4064957762889601,0.6314038589487692,0.7571715993892042,1
HI,171,510,No,No,0,189.8,122,32.27,173.7,85,14.76,257.1,84,11.57,10.3,1,2.78,0,False,630.9,292,61.38,0.17002107481559536,1.555737704918033,0.2645081967213115,0.0849740932642487,2.043529411764706,0.1736470588235294,0.045001944768572534,3.060714285714286,0.13773809523809524,0.09728958630527818,2.1606164383561643,0.2102054794520548,0.30084006974163896,0.5257412838058,0.039650728675137976,0
DE,90,415,No,No,0,198.5,124,33.75,266.6,100,22.66,243.3,80,10.95,8.0,7,2.16,2,False,716.4000000000001,311,69.52,0.17002518891687657,1.6008064516129032,0.2721774193548387,0.08499624906226556,2.6660000000000004,0.2266,0.04500616522811344,3.0412500000000002,0.136875,0.09704075935231712,2.303536977491962,0.2235369774919614,0.2770798436627582,0.48547180667433837,0.049044392919095584,0
AL,117,510,No,No,0,158.7,84,26.98,181.7,91,15.44,177.3,67,7.98,7.7,10,2.08,2,False,525.4000000000001,252,52.480000000000004,0.17000630119722748,1.8892857142857142,0.3211904761904762,0.08497523390203633,1.9967032967032965,0.16967032967032966,0.045008460236886635,2.646268656716418,0.1191044776119403,0.099885801294252,2.084920634920635,0.20825396825396827,0.30205557670346395,0.5141006097560975,0.012754420334033602,0
KS,186,510,No,No,0,137.8,97,23.43,187.7,118,15.95,146.4,85,6.59,8.7,6,2.35,1,False,480.59999999999997,306,48.32,0.17002902757619737,1.420618556701031,0.2415463917525773,0.08497602557272244,1.5906779661016948,0.13516949152542374,0.04501366120218579,1.7223529411764706,0.07752941176470587,0.10054099042863089,1.5705882352941176,0.15790849673202614,0.28672492717436543,0.48489238410596025,0.01667447658295372,0
AK,55,408,No,Yes,39,139.3,101,23.68,178.3,117,15.16,246.5,104,11.09,8.1,1,2.19,3,False,572.2,323,52.120000000000005,0.16999282124910264,1.3792079207920793,0.23445544554455444,0.08502523836231071,1.523931623931624,0.12957264957264958,0.04498985801217038,2.3701923076923075,0.10663461538461538,0.09108703250611674,1.7715170278637773,0.1613622291021672,0.24344634743096819,0.45433614735226396,0.028422704441441186,0
WI,74,408,No,No,0,177.4,136,30.16,240.3,104,20.43,237.3,133,10.68,12.0,3,3.24,0,False,667.0,376,64.51,0.17001127395715895,1.3044117647058824,0.22176470588235295,0.0850187265917603,2.310576923076923,0.1964423076923077,0.0450063211125158,1.7842105263157895,0.08030075187969925,0.09671664167916043,1.773936170212766,0.17156914893617023,0.26596701649175414,0.4675244148194078,0.032255676912029636,0
IN,130,408,No,No,0,115.6,129,19.65,167.8,104,14.26,141.8,124,6.38,12.6,9,3.4,1,False,437.8,366,43.69,0.1699826989619377,0.8961240310077518,0.15232558139534882,0.08498212157330154,1.6134615384615385,0.1371153846153846,0.04499294781382228,1.1435483870967742,0.05145161290322581,0.09979442667884879,1.196174863387978,0.11937158469945354,0.264047510278666,0.44975967040512704,0.014485029380042279,0
DC,80,408,No,No,0,51.5,90,8.76,164.0,98,13.94,169.4,80,7.62,9.5,4,2.57,3,False,394.4,272,32.89,0.17009708737864077,0.5722222222222222,0.09733333333333333,0.08499999999999999,1.6734693877551021,0.14224489795918366,0.04498229043683589,2.1175,0.09525,0.08339249492900609,1.45,0.12091911764705883,0.13057809330628803,0.266342353298875,0.027636296447624466,0
MS,120,415,No,No,0,131.7,99,22.39,163.1,109,13.86,201.1,116,9.05,10.7,3,2.89,1,False,506.59999999999997,327,48.19,0.17000759301442675,1.33030303030303,0.22616161616161617,0.08497854077253218,1.4963302752293577,0.12715596330275228,0.045002486325211345,1.7336206896551725,0.07801724137931035,0.09512435846821951,1.549235474006116,0.14737003058103976,0.2599684168969601,0.46461921560489733,0.02355626511395393,0
NH,84,408,No,Yes,30,106.5,65,18.11,225.7,108,19.18,188.6,61,8.49,5.7,3,1.54,2,False,526.5,237,47.32,0.1700469483568075,1.6384615384615384,0.2786153846153846,0.08498006202924235,2.089814814814815,0.17759259259259258,0.04501590668080594,3.0918032786885243,0.13918032786885245,0.08987654320987655,2.221518987341772,0.19966244725738397,0.2022792022792023,0.38271344040574806,0.011590783913061127,0
NJ,134,510,No,Yes,34,247.2,105,42.02,225.5,133,19.17,186.3,76,8.38,6.1,5,1.65,2,True,665.1,319,71.22000000000001,0.16998381877022656,2.354285714285714,0.4001904761904762,0.08501108647450112,1.6954887218045114,0.14413533834586467,0.04498121309715513,2.4513157894736843,0.11026315789473685,0.10708164185836717,2.0849529780564264,0.22326018808777434,0.3716734325665313,0.5900028081999438,0.014008173752972803,0
VT,68,415,No,No,0,158.8,119,27.0,211.8,105,18.0,198.1,101,8.91,10.3,3,2.78,1,False,579.0,328,56.69,0.17002518891687657,1.3344537815126052,0.226890756302521,0.08498583569405099,2.0171428571428573,0.17142857142857143,0.04497728419989904,1.9613861386138614,0.08821782178217821,0.09791018998272884,1.7652439024390243,0.17283536585365852,0.27426597582038,0.4762744752160875,0.042595804494511724,0
MD,119,408,No,No,0,239.1,88,40.65,243.5,79,20.7,230.9,92,10.39,10.9,3,2.94,3,True,724.4,262,74.67999999999999,0.17001254705144292,2.7170454545454543,0.46193181818181817,0.08501026694045175,3.0822784810126582,0.2620253164556962,0.04499783456041576,2.509782608695652,0.11293478260869566,0.10309221424627277,2.764885496183206,0.2850381679389313,0.33006626173384873,0.5443224424209963,0.7294935805718944,1
KS,166,415,Yes,Yes,28,175.8,126,29.89,253.6,76,21.56,128.5,72,5.78,11.4,5,3.08,1,False,569.3,279,60.31,0.17002275312855517,1.3952380952380954,0.23722222222222222,0.08501577287066246,3.3368421052631576,0.28368421052631576,0.04498054474708171,1.7847222222222223,0.08027777777777778,0.10593711575619183,2.040501792114695,0.21616487455197134,0.30880028104689977,0.4956060354833361,0.03639468602963171,0
NH,90,415,No,Yes,42,193.3,66,32.86,263.3,85,22.38,214.4,97,9.65,11.1,4,3.0,0,False,682.1,252,67.89,0.1699948266942576,2.928787878787879,0.49787878787878787,0.08499810102544625,3.0976470588235294,0.2632941176470588,0.04500932835820896,2.2103092783505156,0.09948453608247423,0.09953086057762792,2.706746031746032,0.2694047619047619,0.2833895323266383,0.4840182648401826,0.015052278802935533,0
AZ,82,415,No,Yes,33,137.8,95,23.43,235.5,128,20.02,268.1,70,12.06,11.0,6,2.97,2,False,652.4000000000001,299,58.480000000000004,0.17002902757619737,1.4505263157894739,0.24663157894736842,0.08501061571125265,1.83984375,0.15640625,0.044983215218202165,3.8300000000000005,0.1722857142857143,0.08963825873697118,2.181939799331104,0.19558528428093647,0.21122011036174126,0.40064979480164153,0.009928956032444808,0
ID,130,415,No,No,0,263.7,113,44.83,186.5,103,15.85,195.3,99,8.79,18.3,6,4.94,1,True,663.8,321,74.41,0.17000379218809253,2.3336283185840707,0.39672566371681417,0.08498659517426273,1.8106796116504855,0.15388349514563107,0.045007680491551454,1.9727272727272729,0.08878787878787878,0.11209701717384754,2.06791277258567,0.2318068535825545,0.3972582103043085,0.6024727859158715,0.17835016063311307,0
TX,130,408,No,No,0,252.0,101,42.84,170.2,105,14.47,209.2,64,9.41,5.7,5,1.54,0,False,637.1,275,68.26,0.17,2.495049504950495,0.4241584158415842,0.08501762632197415,1.620952380952381,0.13780952380952383,0.04498087954110899,3.26875,0.14703125,0.10714173599121017,2.316727272727273,0.24821818181818184,0.39554230105164023,0.6276003515968356,0.030046579312442177,0
RI,155,408,Yes,No,0,163.1,94,27.73,291.7,108,24.79,96.4,111,4.34,11.2,3,3.02,0,False,562.4,316,59.88,0.17001839362354385,1.7351063829787234,0.295,0.08498457319163524,2.700925925925926,0.22953703703703704,0.0450207468879668,0.8684684684684685,0.039099099099099095,0.10647226173541964,1.779746835443038,0.18949367088607597,0.29000711237553345,0.46309285237140946,0.030676578235174237,0
OR,81,415,No,No,0,324.7,48,55.2,236.4,82,20.09,187.6,78,8.44,13.1,5,3.54,0,True,761.8000000000001,213,87.27000000000001,0.17000307976593781,6.764583333333333,1.1500000000000001,0.08498307952622673,2.8829268292682926,0.245,0.044989339019189764,2.405128205128205,0.1082051282051282,0.11455762667366763,3.5765258215962445,0.40971830985915497,0.4262273562614859,0.632519766242695,0.9951719107570098,1
NC,75,408,No,No,0,203.3,70,34.56,228.9,97,19.46,222.2,118,10.0,14.3,3,3.86,1,False,668.7,288,67.88000000000001,0.16999508116084605,2.9042857142857144,0.49371428571428577,0.08501529051987768,2.3597938144329897,0.20061855670103093,0.045004500450045004,1.883050847457627,0.0847457627118644,0.10151039330043368,2.3218750000000004,0.23569444444444448,0.3040227306714521,0.5091337654684738,0.047465680518237574,0
NM,178,415,No,Yes,35,175.4,88,29.82,190.0,65,16.15,138.7,94,6.24,10.5,3,2.84,2,False,514.5999999999999,250,55.05,0.17001140250855187,1.9931818181818182,0.33886363636363637,0.08499999999999999,2.923076923076923,0.24846153846153843,0.04498918529199712,1.4755319148936168,0.06638297872340426,0.10697629226583756,2.0584,0.22019999999999998,0.3408472600077731,0.5416893732970027,0.020003836555007776,0
SC,112,415,No,No,0,266.0,97,45.22,214.6,94,18.24,306.2,100,13.78,14.2,2,3.83,2,True,801.0,293,81.07,0.16999999999999998,2.7422680412371134,0.4661855670103093,0.08499534016775395,2.282978723404255,0.19404255319148936,0.045003265839320704,3.062,0.1378,0.10121098626716603,2.733788395904437,0.2766894197952218,0.33208489388264667,0.5577895645738251,0.9725014306877033,1
AZ,100,510,No,No,0,78.7,98,13.38,225.6,102,19.18,150.4,106,6.77,14.0,8,3.78,0,False,468.70000000000005,314,43.11,0.17001270648030495,0.803061224489796,0.13653061224489796,0.0850177304964539,2.211764705882353,0.18803921568627452,0.04501329787234042,1.418867924528302,0.06386792452830188,0.09197781096650308,1.4926751592356688,0.13729299363057323,0.16791124386601236,0.3103688239387613,0.01686679908933743,0
WV,104,415,No,No,0,225.9,123,38.4,162.8,106,13.84,272.1,85,12.24,10.1,4,2.73,1,False,670.9000000000001,318,67.21,0.1699867197875166,1.8365853658536586,0.3121951219512195,0.085012285012285,1.5358490566037737,0.13056603773584904,0.04498346196251378,3.2011764705882357,0.144,0.10017886421225218,2.1097484276729563,0.2113522012578616,0.3367118795647637,0.5713435500669544,0.04670319082715254,0
NY,160,408,No,No,0,216.8,77,36.86,207.3,117,17.62,228.6,117,10.29,5.6,2,1.51,1,False,658.3000000000001,313,66.28000000000002,0.17001845018450185,2.8155844155844156,0.4787012987012987,0.08499758803666184,1.771794871794872,0.1505982905982906,0.04501312335958005,1.9538461538461538,0.08794871794871795,0.10068357891538814,2.1031948881789138,0.2117571884984026,0.32933313079143245,0.5561255280627639,0.02102148961487206,0
WV,87,415,No,No,0,58.0,125,9.86,67.5,116,5.74,185.9,136,8.37,11.5,3,3.11,0,False,322.9,380,27.08,0.16999999999999998,0.464,0.07887999999999999,0.08503703703703704,0.5818965517241379,0.049482758620689654,0.0450242065626681,1.3669117647058824,0.06154411764705882,0.0838649736760607,0.8497368421052631,0.07126315789473683,0.1796221740476928,0.3641063515509601,0.01625048557457879,0
NM,81,415,No,No,0,173.2,80,29.44,236.2,94,20.08,240.2,84,10.81,11.8,6,3.19,2,False,661.3999999999999,264,63.519999999999996,0.1699769053117783,2.165,0.368,0.08501270110076206,2.5127659574468084,0.21361702127659574,0.04500416319733556,2.8595238095238096,0.1286904761904762,0.09603870577562747,2.50530303030303,0.2406060606060606,0.2618687632295132,0.4634760705289673,0.03129843182181722,0
ME,28,415,No,No,0,236.8,102,40.26,167.1,87,14.2,280.2,115,12.61,9.7,3,2.62,3,False,693.8,307,69.69,0.17001689189189187,2.3215686274509806,0.3947058823529412,0.08497905445840814,1.9206896551724137,0.16321839080459769,0.045003568879371875,2.4365217391304346,0.10965217391304348,0.10044681464398962,2.2599348534201953,0.2270032573289902,0.34130873450562127,0.5777012483857081,0.09764285267077609,0
WI,95,408,No,No,0,237.3,83,40.34,154.0,65,13.09,237.0,105,10.67,11.2,6,3.02,1,False,639.5,259,67.12,0.16999578592498948,2.8590361445783135,0.4860240963855422,0.08499999999999999,2.3692307692307693,0.20138461538461538,0.0450210970464135,2.257142857142857,0.10161904761904762,0.10495699765441752,2.469111969111969,0.25915057915057915,0.3710711493354183,0.6010131108462455,0.039396795201481934,0
NJ,35,408,No,No,0,158.6,67,26.96,130.4,96,11.08,229.8,80,10.34,6.9,5,1.86,2,False,525.6999999999999,248,50.239999999999995,0.16998738965952082,2.3671641791044777,0.40238805970149255,0.08496932515337423,1.3583333333333334,0.11541666666666667,0.04499564838990426,2.8725,0.12925,0.09556781434278105,2.119758064516129,0.2025806451612903,0.30169298078752144,0.5366242038216561,0.027969024070304174,0
WY,134,510,No,No,0,296.0,93,50.32,226.4,117,19.24,246.8,98,11.11,12.3,10,3.32,0,True,781.5,318,83.99,0.17,3.182795698924731,0.5410752688172044,0.08498233215547703,1.935042735042735,0.16444444444444442,0.045016207455429495,2.5183673469387755,0.11336734693877551,0.1074728087012156,2.457547169811321,0.2641194968553459,0.37875879718490085,0.5991189427312775,0.9896308927535213,1
AR,185,415,No,Yes,19,157.3,123,26.74,257.7,94,21.9,190.4,107,8.57,9.6,6,2.59,0,False,615.0,330,59.8,0.16999364272091544,1.2788617886178864,0.21739837398373982,0.0849825378346915,2.7414893617021274,0.2329787234042553,0.04501050420168067,1.7794392523364486,0.08009345794392524,0.09723577235772357,1.8636363636363635,0.1812121212121212,0.25577235772357726,0.4471571906354515,0.02335131175075862,0
PA,85,408,No,No,0,144.4,88,24.55,264.6,105,22.49,185.4,94,8.34,9.9,3,2.67,1,False,604.3,290,58.05,0.17001385041551245,1.6409090909090909,0.27897727272727274,0.08499622071050641,2.52,0.21419047619047618,0.04498381877022654,1.972340425531915,0.08872340425531915,0.0960615588283965,2.0837931034482757,0.20017241379310344,0.23895416184014565,0.4229112833763997,0.01682688588307365,0
TN,148,415,No,Yes,36,77.6,141,13.19,207.0,60,17.6,255.7,115,11.51,10.9,2,2.94,1,False,551.1999999999999,318,45.239999999999995,0.16997422680412372,0.5503546099290779,0.09354609929078014,0.08502415458937199,3.45,0.29333333333333333,0.045013687915526006,2.223478260869565,0.10008695652173913,0.0820754716981132,1.7333333333333332,0.1422641509433962,0.14078374455732948,0.2915561450044209,0.021578992094002394,0
CT,134,408,No,Yes,32,80.3,94,13.65,199.9,124,16.99,170.8,117,7.69,16.6,3,4.48,0,False,467.6,338,42.81,0.16998754669987548,0.8542553191489362,0.1452127659574468,0.08499249624812405,1.6120967741935484,0.13701612903225804,0.04502341920374707,1.45982905982906,0.06572649572649573,0.09155260906757913,1.383431952662722,0.1266568047337278,0.1717279726261762,0.31885073580939033,0.0361475909144644,0
MA,80,408,No,Yes,36,190.3,115,32.35,256.6,78,21.81,214.9,145,9.67,3.8,4,1.03,1,False,665.6,342,64.86,0.1699947451392538,1.6547826086956523,0.281304347826087,0.08499610288386593,3.28974358974359,0.2796153846153846,0.04499767333643555,1.4820689655172414,0.06668965517241379,0.09744591346153846,1.9461988304093567,0.18964912280701754,0.2859074519230769,0.4987665741597287,0.014405800059918306,0
OH,165,510,No,No,0,209.4,67,35.6,273.8,89,23.27,150.2,88,6.76,12.8,1,3.46,0,False,646.2,245,69.09,0.17000955109837632,3.1253731343283584,0.5313432835820896,0.0849890430971512,3.0764044943820226,0.26146067415730334,0.04500665778961385,1.7068181818181818,0.07681818181818181,0.10691736304549675,2.6375510204081634,0.28200000000000003,0.32404828226555243,0.515269937762339,0.08358717939740545,0
KS,65,415,No,Yes,34,208.8,119,35.5,142.1,106,12.08,214.6,87,9.66,12.5,4,3.38,4,False,578.0,316,60.62,0.1700191570881226,1.754621848739496,0.29831932773109243,0.08501055594651655,1.340566037735849,0.11396226415094339,0.04501397949673812,2.466666666666667,0.1110344827586207,0.104878892733564,1.8291139240506329,0.19183544303797467,0.36124567474048447,0.5856153084790499,0.35289885284944444,0
OK,104,415,No,No,0,113.6,87,19.31,158.6,98,13.48,187.7,87,8.45,10.5,6,2.84,2,False,470.4,278,44.08,0.1699823943661972,1.3057471264367815,0.22195402298850572,0.08499369482976041,1.6183673469387754,0.13755102040816328,0.04501864677677144,2.1574712643678158,0.09712643678160919,0.09370748299319728,1.6920863309352516,0.15856115107913668,0.24149659863945577,0.4380671506352087,0.016552300989384244,0
UT,44,415,No,No,0,202.6,89,34.44,163.0,96,13.86,268.1,151,12.06,8.3,3,2.24,0,False,642.0,339,62.6,0.16999012833168806,2.2764044943820223,0.3869662921348314,0.08503067484662577,1.6979166666666667,0.144375,0.044983215218202165,1.775496688741722,0.07986754966887417,0.09750778816199378,1.8938053097345133,0.18466076696165193,0.31557632398753893,0.5501597444089457,0.028092267077198137,0
OH,162,415,No,No,0,135.2,98,22.98,242.0,107,20.57,246.9,96,11.11,10.2,2,2.75,2,False,634.3000000000001,303,57.41,0.16997041420118345,1.3795918367346938,0.23448979591836736,0.085,2.2616822429906542,0.1922429906542056,0.04499797488861887,2.571875,0.11572916666666666,0.09050922276525301,2.0933993399339936,0.18947194719471946,0.21314835251458297,0.40027869709109914,0.01704328015122048,0
WA,96,415,No,No,0,276.9,105,47.07,246.9,94,20.99,254.4,107,11.45,10.3,3,2.78,1,True,788.4999999999999,309,82.29,0.16998916576381368,2.637142857142857,0.4482857142857143,0.08501417577966787,2.626595744680851,0.2232978723404255,0.04500786163522012,2.377570093457944,0.10700934579439252,0.10436271401395056,2.5517799352750807,0.2663106796116505,0.35117311350665825,0.5720014582573824,0.9944821058989247,1
IN,72,510,No,No,0,287.4,116,48.86,235.3,126,20.0,292.1,114,13.14,5.0,3,1.35,4,True,819.8000000000001,359,83.35,0.1700069589422408,2.4775862068965515,0.4212068965517241,0.08499787505312367,1.8674603174603175,0.15873015873015872,0.04498459431701472,2.562280701754386,0.11526315789473685,0.10167113930226883,2.283565459610028,0.2321727019498607,0.350573310563552,0.5862027594481104,0.978989890580391,1
NE,31,415,No,No,0,97.5,129,16.58,260.4,78,22.13,88.7,100,3.99,7.0,5,1.89,1,False,453.59999999999997,312,44.589999999999996,0.17005128205128203,0.7558139534883721,0.12852713178294572,0.08498463901689708,3.338461538461538,0.2837179487179487,0.04498308906426156,0.887,0.039900000000000005,0.09830246913580247,1.4538461538461538,0.14291666666666666,0.21494708994708997,0.3718322493832698,0.00936371049082401,0
AL,72,415,No,No,0,166.5,102,28.31,261.0,103,22.19,262.7,85,11.82,13.3,5,3.59,0,False,703.5,295,65.91,0.17003003003003003,1.6323529411764706,0.2775490196078431,0.0850191570881226,2.533980582524272,0.2154368932038835,0.0449942900647126,3.0905882352941174,0.13905882352941176,0.09368869936034115,2.3847457627118644,0.22342372881355932,0.23667377398720682,0.42952510999848276,0.06656211417173181,0
PA,136,408,No,No,0,102.1,75,17.36,219.5,97,18.66,73.7,92,3.32,9.8,5,2.65,0,False,405.1,269,41.989999999999995,0.17002938295788442,1.3613333333333333,0.23146666666666665,0.08501138952164008,2.2628865979381443,0.19237113402061856,0.045047489823609226,0.8010869565217391,0.03608695652173913,0.10365341890891136,1.5059479553903345,0.15609665427509292,0.2520365341890891,0.4134317694689212,0.01127738374203098,0
OR,82,415,No,Yes,19,146.5,73,24.91,246.4,65,20.94,199.0,114,8.96,4.1,4,1.11,1,False,596.0,256,55.92,0.17003412969283277,2.006849315068493,0.34123287671232877,0.08498376623376623,3.790769230769231,0.3221538461538462,0.045025125628140705,1.7456140350877194,0.07859649122807018,0.0938255033557047,2.328125,0.2184375,0.24580536912751677,0.44545779685264664,0.0071835062743280725,0
MN,155,408,Yes,No,0,250.8,146,42.64,152.5,105,12.96,148.1,104,6.66,10.0,5,2.7,2,False,561.4,360,64.96000000000001,0.17001594896331737,1.7178082191780824,0.29205479452054794,0.08498360655737705,1.4523809523809523,0.12342857142857144,0.0449696151249156,1.4240384615384616,0.06403846153846154,0.11571072319201997,1.5594444444444444,0.18044444444444446,0.4467402921268258,0.6564039408866994,0.052898375778932055,0
GA,136,415,No,No,0,163.4,83,27.78,249.3,119,21.19,249.7,90,11.24,9.8,4,2.65,7,False,672.2,296,62.86,0.17001223990208078,1.9686746987951809,0.33469879518072293,0.08499799438427598,2.0949579831932774,0.17806722689075632,0.04501401682018422,2.7744444444444443,0.1248888888888889,0.09351383516810473,2.2709459459459462,0.21236486486486486,0.24308241594763463,0.441934457524658,0.08603509432976209,0
TX,57,415,No,No,0,161.0,113,27.37,208.0,134,17.68,208.1,81,9.36,8.4,4,2.27,3,False,585.5,332,56.68,0.17,1.424778761061947,0.242212389380531,0.08499999999999999,1.5522388059701493,0.1319402985074627,0.04497837578087458,2.5691358024691358,0.11555555555555555,0.09680614859094791,1.7635542168674698,0.17072289156626505,0.2749786507258753,0.4828863796753705,0.031185129623823946,0
NM,112,415,No,No,0,81.6,94,13.87,268.1,112,22.79,140.8,75,6.34,8.6,18,2.32,1,False,499.1000000000001,299,45.32,0.16997549019607844,0.8680851063829786,0.1475531914893617,0.08500559492726593,2.3937500000000003,0.20348214285714286,0.045028409090909084,1.8773333333333335,0.08453333333333334,0.09080344620316569,1.6692307692307695,0.15157190635451506,0.16349428972149865,0.3060458958517211,0.008925427940680564,0
NC,95,408,No,No,0,128.6,115,21.86,216.2,88,18.38,255.3,96,11.49,6.3,2,1.7,6,True,606.3999999999999,301,53.43,0.16998444790046657,1.1182608695652174,0.19008695652173913,0.08501387604070305,2.4568181818181816,0.20886363636363636,0.045005875440658046,2.6593750000000003,0.1196875,0.08811015831134567,2.014617940199335,0.17750830564784054,0.21207124010554093,0.409133445629796,0.7698720513499572,1
ID,113,415,No,Yes,30,183.8,102,31.25,183.4,123,15.59,235.0,52,10.58,11.6,7,3.13,0,False,613.8000000000001,284,60.550000000000004,0.17002176278563655,1.8019607843137255,0.30637254901960786,0.08500545256270446,1.4910569105691058,0.1267479674796748,0.04502127659574468,4.519230769230769,0.20346153846153847,0.0986477680026067,2.161267605633803,0.2132042253521127,0.299446073639622,0.5161023947151114,0.025178452190142496,0
WI,103,415,No,No,0,180.2,134,30.63,97.7,85,8.3,181.7,134,8.18,8.4,3,2.27,1,False,467.99999999999994,356,49.38,0.1699778024417314,1.344776119402985,0.2285820895522388,0.0849539406345957,1.1494117647058824,0.09764705882352942,0.04501926252063842,1.3559701492537313,0.06104477611940298,0.10551282051282053,1.3146067415730336,0.13870786516853933,0.38504273504273506,0.620291616038882,0.008657833088018294,0
SC,149,415,No,Yes,20,147.8,132,25.13,276.8,94,23.53,149.9,110,6.75,10.2,6,2.75,0,False,584.7,342,58.16,0.1700270635994587,1.1196969696969699,0.19037878787878787,0.08500722543352601,2.94468085106383,0.25031914893617024,0.04503002001334223,1.3627272727272728,0.06136363636363636,0.09946981357961346,1.7096491228070176,0.17005847953216374,0.25277920301009066,0.43208390646492434,0.016578601332993242,0
NV,116,408,No,No,0,110.9,54,18.85,213.4,82,18.14,186.2,116,8.38,7.9,2,2.13,2,False,518.4,254,47.50000000000001,0.16997294860234446,2.053703703703704,0.3490740740740741,0.08500468603561387,2.602439024390244,0.22121951219512195,0.04500537056928035,1.6051724137931034,0.07224137931034483,0.0916280864197531,2.0409448818897635,0.18700787401574806,0.2139274691358025,0.3968421052631579,0.0253349306306341,0
